rank,club,rating,link,gender,class,season,web_source
173,Redshirts 2024,85.92,,girls,2024,2021,insidelacrosse
174,AFA 2024,85.5,,girls,2024,2021,insidelacrosse
175,Team 91 Tri-State 2024,85.48,,girls,2024,2021,insidelacrosse
176,Empress 2024,85.47,,girls,2024,2021,insidelacrosse
177,Mass Elite 2024 White,85.46,,girls,2024,2021,insidelacrosse
178,Pride Baltimore 2024,85.42,,girls,2024,2021,insidelacrosse
179,CCLAX 2024,85.3,,girls,2024,2021,insidelacrosse
180,Indy United 2024,85.27,,girls,2024,2021,insidelacrosse
181,Philly Blast 2024 Fight,85.16,,girls,2024,2021,insidelacrosse
182,Georgia Lady Outlaws 2024,85.15,,girls,2024,2021,insidelacrosse
183,MLXA 2024,84.87,,girls,2024,2021,insidelacrosse
184,Yellow Jackets North Mid Atlantic 2024,84.78,,girls,2024,2021,insidelacrosse
185,Monster Elite 2024 Orange,84.63,,girls,2024,2021,insidelacrosse
186,Jets Black 2024-2025,84.59,,girls,2024,2021,insidelacrosse
187,True Pittsburg 2024,84.5,,girls,2024,2021,insidelacrosse
188,3D New England 2024,84.43,,girls,2024,2021,insidelacrosse
189,UPROAR 2024 SELECT,84.27,,girls,2024,2021,insidelacrosse
190,ICON 2024,84.23,,girls,2024,2021,insidelacrosse
191,NXT 2024 Volt,84.14,,girls,2024,2021,insidelacrosse
192,Next Level 2024,84.05,,girls,2024,2021,insidelacrosse
193,Lucky Lax 2024,83.99,,girls,2024,2021,insidelacrosse
194,Pride 2024 Loudon,83.93,,girls,2024,2021,insidelacrosse
195,Yellow Jackets North 2024 Mager,83.92,,girls,2024,2021,insidelacrosse
196,Coppermine 2024 Blue,83.91,,girls,2024,2021,insidelacrosse
197,East Coast Select 2024,83.83,,girls,2024,2021,insidelacrosse
198,C2 Select 2024 Red,83.75,,girls,2024,2021,insidelacrosse
199,Bandits 2024 Heegan,83.7,,girls,2024,2021,insidelacrosse
200,NH Tomahawks 2024 Gold,83.53,,girls,2024,2021,insidelacrosse
201,Reign 2024,83.49,,girls,2024,2021,insidelacrosse
202,Jersey Shore Select 2024 White,83.41,,girls,2024,2021,insidelacrosse
203,ADK Peak 2024,83.38,,girls,2024,2021,insidelacrosse
204,Team 91 NJ Fearless 2024,83.29,,girls,2024,2021,insidelacrosse
205,Phantastix 2024 White,83.09,,girls,2024,2021,insidelacrosse
206,MFL 2024 Blue,82.68,,girls,2024,2021,insidelacrosse
207,Team Elevate 2024 Red,82.46,,girls,2024,2021,insidelacrosse
208,NEPA Rattlers 2024,82.29,,girls,2024,2021,insidelacrosse
209,Dynamite 2024,82.12,,girls,2024,2021,insidelacrosse
210,Resolute 2024 Red,81.88,,girls,2024,2021,insidelacrosse
--,253 Lacrosse Olympic 2027,--,,girls,2027,2023,insidelacrosse
--,315 Elite 2027/2028 Black,--,,girls,2027,2023,insidelacrosse
--,315 Elite 2027/2028 Green,--,,girls,2027,2023,insidelacrosse
--,3d Colorado 2027 AA,--,,girls,2027,2023,insidelacrosse
--,Common Goal 2027,--,,girls,2027,2023,insidelacrosse
--,3D Garden State 2027,--,,girls,2027,2023,insidelacrosse
--,3d national 2027,--,,girls,2027,2023,insidelacrosse
--,3d New England 2027,--,,girls,2027,2023,insidelacrosse
--,3d New England 2027 AA,--,,girls,2027,2023,insidelacrosse
--,3D VA Metro 2027/2028 Navy,--,,girls,2027,2023,insidelacrosse
--,3D VA Metro 27 Navy,--,,girls,2027,2023,insidelacrosse
--,3D VA Metro 27 Orange,--,,girls,2027,2023,insidelacrosse
--,3 POINT 2027,--,,girls,2027,2023,insidelacrosse
--,410 West 14U 2027,--,,girls,2027,2023,insidelacrosse
--,518 Excelerate 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,518 Excelerate 2027 Green,--,,girls,2027,2023,insidelacrosse
--,802 Girls Lacrosse 2027,--,,girls,2027,2023,insidelacrosse
--,Aces Elite 2027,--,,girls,2027,2023,insidelacrosse
--,Aces Navy 2027,--,,girls,2027,2023,insidelacrosse
--,Aces Youth Navy 2027,--,,girls,2027,2023,insidelacrosse
--,ADK Peak 2027,--,,girls,2027,2023,insidelacrosse
--,AFA 2027,--,,girls,2027,2023,insidelacrosse
--,Albany Power 2027,--,,girls,2027,2023,insidelacrosse
--,Albany Power 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Albany Power 2027 Gold,--,,girls,2027,2023,insidelacrosse
--,All Lax Select 2027,--,,girls,2027,2023,insidelacrosse
--,Aim 2027,--,,girls,2027,2023,insidelacrosse
--,All American Aim 2027 Stars & Stripes,--,,girls,2027,2023,insidelacrosse
--,Alliance National 2027,--,,girls,2027,2023,insidelacrosse
--,Arc 2027,--,,girls,2027,2023,insidelacrosse
--,Athena 2027/2028,--,,girls,2027,2023,insidelacrosse
--,ATL Storm 2027 Orange,--,,girls,2027,2023,insidelacrosse
--,Atlanta Storm 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Atlantic County Wave 2027,--,,girls,2027,2023,insidelacrosse
--,Axis Lacrosse 2027,--,,girls,2027,2023,insidelacrosse
--,B12 Girls LAX 2027,--,,girls,2027,2023,insidelacrosse
--,Bay State Bullets 2027 Orange,--,,girls,2027,2023,insidelacrosse
--,Bay State Bullets 2027 Silver,--,,girls,2027,2023,insidelacrosse
--,Bay State Bullets White 2027,--,,girls,2027,2023,insidelacrosse
--,BBL 2027 Select,--,,girls,2027,2023,insidelacrosse
--,BBL Elite 2027 Black,--,,girls,2027,2023,insidelacrosse
--,BBL 2027 North,--,,girls,2027,2023,insidelacrosse
--,Beast 2027,--,,girls,2027,2023,insidelacrosse
--,Beast 2027/2028,--,,girls,2027,2023,insidelacrosse
--,Belles 2027 Elite,--,,girls,2027,2023,insidelacrosse
--,Belles 2027 Select,--,,girls,2027,2023,insidelacrosse
--,Big 4 HHH 2027,--,,girls,2027,2023,insidelacrosse
--,Black Lax 2027,--,,girls,2027,2023,insidelacrosse
--,Black Lax National 2027,--,,girls,2027,2023,insidelacrosse
--,Black Jack 2027,--,,girls,2027,2023,insidelacrosse
--,BLC 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Bluegrass Premier 2027,--,,girls,2027,2023,insidelacrosse
--,Boston LC 2027,--,,girls,2027,2023,insidelacrosse
--,C2 National 2027,--,,girls,2027,2023,insidelacrosse
--,Cav Lax Elite 2027,--,,girls,2027,2023,insidelacrosse
--,CCLax 2027,--,,girls,2027,2023,insidelacrosse
--,CCLax 2027 Black,--,,girls,2027,2023,insidelacrosse
--,CCLax 2027 Red,--,,girls,2027,2023,insidelacrosse
--,CLC 2027 Bold,--,,girls,2027,2023,insidelacrosse
--,CLC 2027 Pride,--,,girls,2027,2023,insidelacrosse
--,CLC 2027 Rise,--,,girls,2027,2023,insidelacrosse
--,CLC 2027/2028 Force,--,,girls,2027,2023,insidelacrosse
--,CLC 2027/2028 Grit,--,,girls,2027,2023,insidelacrosse
--,Central Lacrosse 2027,--,,girls,2027,2023,insidelacrosse
--,Charlotte Style 2027,--,,girls,2027,2023,insidelacrosse
--,Chatham 2027,--,,girls,2027,2023,insidelacrosse
--,Check-Hers Elite 2027B,--,,girls,2027,2023,insidelacrosse
--,Circle City 2027 Titanium,--,,girls,2027,2023,insidelacrosse
--,Circle City 2027/2028 Select,--,,girls,2027,2023,insidelacrosse
--,Coast 2027,--,,girls,2027,2023,insidelacrosse
--,Coast VA 2027/2028,--,,girls,2027,2023,insidelacrosse
--,Coppermine 2027 Black,--,,girls,2027,2023,insidelacrosse
--,Coppermine 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Coppermine 2027 North,--,,girls,2027,2023,insidelacrosse
--,Coppermine North 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,CT Grizzlies 2027 Navy,--,,girls,2027,2023,insidelacrosse
--,CT Grizzlies 2027 Yellow,--,,girls,2027,2023,insidelacrosse
--,CT Shoreline Sharks 2027,--,,girls,2027,2023,insidelacrosse
--,Cyclones Pink 2027,--,,girls,2027,2023,insidelacrosse
--,Delco LC 2027,--,,girls,2027,2023,insidelacrosse
--,Delco Select 2027,--,,girls,2027,2023,insidelacrosse
--,Denver Pride 2027,--,,girls,2027,2023,insidelacrosse
--,Desert Heat 2027/2028,--,,girls,2027,2023,insidelacrosse
--,DEWLAX 2027 Black,--,,girls,2027,2023,insidelacrosse
--,DEWLAX 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,DEWLAX 2027 CT,--,,girls,2027,2023,insidelacrosse
--,Dynamite 2027,--,,girls,2027,2023,insidelacrosse
--,Dynamite 2027 Black,--,,girls,2027,2023,insidelacrosse
--,Dynamite 2027 Red,--,,girls,2027,2023,insidelacrosse
--,Dynasty Elite 2027 Foxtrot,--,,girls,2027,2023,insidelacrosse
--,Eagle Stix 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Eagle Stix 2027 Grey,--,,girls,2027,2023,insidelacrosse
--,Eagle Stix 2028 Blue,--,,girls,2027,2023,insidelacrosse
--,East Pride 8s 2027,--,,girls,2027,2023,insidelacrosse
--,ESLC Pirates 2027,--,,girls,2027,2023,insidelacrosse
--,Empress 2027,--,,girls,2027,2023,insidelacrosse
--,Evolution 2027,--,,girls,2027,2023,insidelacrosse
--,Evolve 2027,--,,girls,2027,2023,insidelacrosse
--,FCA 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,FCA Blue 2027 (MD),--,,girls,2027,2023,insidelacrosse
--,FCA Upstate 2027,--,,girls,2027,2023,insidelacrosse
--,FLG 2027 All Long Island,--,,girls,2027,2023,insidelacrosse
--,FLG 2027 Navy,--,,girls,2027,2023,insidelacrosse
--,FLG 2027 White,--,,girls,2027,2023,insidelacrosse
--,FLG Blue Devils 2027,--,,girls,2027,2023,insidelacrosse
--,Florida Select 2027,--,,girls,2027,2023,insidelacrosse
--,Florida Shine Elite 2027,--,,girls,2027,2023,insidelacrosse
--,Florida Shine Elite 2027 (Orange),--,,girls,2027,2023,insidelacrosse
--,Flying Pig Lacrosse 2027,--,,girls,2027,2023,insidelacrosse
--,GSE 2027,--,,girls,2027,2023,insidelacrosse
--,Gold Coast 2027,--,,girls,2027,2023,insidelacrosse
--,Gold Coast 2027 Black,--,,girls,2027,2023,insidelacrosse
--,Gold Coast 2027 Gold,--,,girls,2027,2023,insidelacrosse
--,Gonzo Girls 2027/2028,--,,girls,2027,2023,insidelacrosse
--,Granite State Elite 2027,--,,girls,2027,2023,insidelacrosse
--,GRIT Austin 2027,--,,girls,2027,2023,insidelacrosse
--,GRIT Dallas 2027,--,,girls,2027,2023,insidelacrosse
--,GRIT Houston 2027,--,,girls,2027,2023,insidelacrosse
--,Headlines 2027,--,,girls,2027,2023,insidelacrosse
--,Headlines MS 2027,--,,girls,2027,2023,insidelacrosse
--,HEADstrong 2027/2028,--,,girls,2027,2023,insidelacrosse
--,HEADstrong SJ Girls 2027/2028,--,,girls,2027,2023,insidelacrosse
--,Hero's 2027 Green,--,,girls,2027,2023,insidelacrosse
--,Hero's 2027 White,--,,girls,2027,2023,insidelacrosse
--,HGR 2027,--,,girls,2027,2023,insidelacrosse
--,HoCo 2027 Black,--,,girls,2027,2023,insidelacrosse
--,HoCo 2027 Pink,--,,girls,2027,2023,insidelacrosse
--,Hurricanes 2027 Green,--,,girls,2027,2023,insidelacrosse
--,Hurricanes 2027/2028 Green,--,,girls,2027,2023,insidelacrosse
--,Impact 2027 Black,--,,girls,2027,2023,insidelacrosse
--,Impact 2027 Gold,--,,girls,2027,2023,insidelacrosse
--,Impact 2027/2028,--,,girls,2027,2023,insidelacrosse
--,Indy United 2027,--,,girls,2027,2023,insidelacrosse
--,Integrity 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Integrity 2027 Green,--,,girls,2027,2023,insidelacrosse
--,Jersey Shore Select 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Jersey Shore Select 2027/2028 Combo,--,,girls,2027,2023,insidelacrosse
--,Jersey Shore Select 3 point 2027,--,,girls,2027,2023,insidelacrosse
--,Jersey Thunder 2027,--,,girls,2027,2023,insidelacrosse
--,Jets Black 2027,--,,girls,2027,2023,insidelacrosse
--,KCLC 2027,--,,girls,2027,2023,insidelacrosse
--,KCLC 2027/2028,--,,girls,2027,2023,insidelacrosse
--,LA Select 2027,--,,girls,2027,2023,insidelacrosse
--,Lady Ballers 2027,--,,girls,2027,2023,insidelacrosse
--,Lady Blue Knights U15 2027,--,,girls,2027,2023,insidelacrosse
--,Lake Effect Storm 2027 Elite,--,,girls,2027,2023,insidelacrosse
--,Lakeshore 2027,--,,girls,2027,2023,insidelacrosse
--,Lakeshore Lacrosse National Premier 2027,--,,girls,2027,2023,insidelacrosse
--,Lakeside Lax 2027,--,,girls,2027,2023,insidelacrosse
--,LANCO Elite 2027,--,,girls,2027,2023,insidelacrosse
--,Lax Maniax 2027,--,,girls,2027,2023,insidelacrosse
--,Lax On Elite 2027,--,,girls,2027,2023,insidelacrosse
--,Laxachusetts 2027 Black,--,,girls,2027,2023,insidelacrosse
--,Laxachusetts 2027 Yellow,--,,girls,2027,2023,insidelacrosse
--,Legends MD 2027,--,,girls,2027,2023,insidelacrosse
--,LI Empire 2027 Green,--,,girls,2027,2023,insidelacrosse
--,LI Empire 2027 White,--,,girls,2027,2023,insidelacrosse
--,Jesters 2027 Black,--,,girls,2027,2023,insidelacrosse
--,Jesters 2027 White,--,,girls,2027,2023,insidelacrosse
--,LI Jesters 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,LI Jesters 2027 Pink,--,,girls,2027,2023,insidelacrosse
--,LI Legacy 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,LI Legacy 2027 White,--,,girls,2027,2023,insidelacrosse
--,LI Liberty 2027 Black,--,,girls,2027,2023,insidelacrosse
--,LI Liberty Lax 2027 Red,--,,girls,2027,2023,insidelacrosse
--,LI Top Guns 2027 Black,--,,girls,2027,2023,insidelacrosse
--,LI Top Guns 2027 Purple,--,,girls,2027,2023,insidelacrosse
--,Limelight 2027,--,,girls,2027,2023,insidelacrosse
--,Limelight 2027/2028,--,,girls,2027,2023,insidelacrosse
--,Limitless 2027,--,,girls,2027,2023,insidelacrosse
--,Lotus 2027,--,,girls,2027,2023,insidelacrosse
--,14U Lou Fusz Blue Star Blue 2027,--,,girls,2027,2023,insidelacrosse
--,14U Lou Fusz Blue Star Elite 2027,--,,girls,2027,2023,insidelacrosse
--,14U Lou Fusz Blue Star Premier 2027,--,,girls,2027,2023,insidelacrosse
--,Lucky Lax 2027,--,,girls,2027,2023,insidelacrosse
--,M&D 2027 Black,--,,girls,2027,2023,insidelacrosse
--,M&D 2027 Red,--,,girls,2027,2023,insidelacrosse
--,M&D 2027 SHORE,--,,girls,2027,2023,insidelacrosse
--,M&D Orlando 2027 Black,--,,girls,2027,2023,insidelacrosse
--,M&D Shore 2027 Black,--,,girls,2027,2023,insidelacrosse
--,Mad Dog North NJ 2027 NNJ Black,--,,girls,2027,2023,insidelacrosse
--,Mad Dog North NJ 2027 NNJ Red,--,,girls,2027,2023,insidelacrosse
--,Mad Dog Shore 2027/2028,--,,girls,2027,2023,insidelacrosse
--,Mad Dog Shore 2027/2028 Black,--,,girls,2027,2023,insidelacrosse
--,Mad Dog West 2027,--,,girls,2027,2023,insidelacrosse
--,Maineiax 2027,--,,girls,2027,2023,insidelacrosse
--,Mass Elite 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Mass Elite 2027 Red,--,,girls,2027,2023,insidelacrosse
--,Mass Elite 2027 White,--,,girls,2027,2023,insidelacrosse
--,Maxim 2027 Navy,--,,girls,2027,2023,insidelacrosse
--,Maxim 2027 Sage,--,,girls,2027,2023,insidelacrosse
--,Maxim 2027 Teal,--,,girls,2027,2023,insidelacrosse
--,MC Elite 2027 Midnight,--,,girls,2027,2023,insidelacrosse
--,MD United 2027,--,,girls,2027,2023,insidelacrosse
--,Metro Blue 2027,--,,girls,2027,2023,insidelacrosse
--,Monster 2027 Purple,--,,girls,2027,2023,insidelacrosse
--,Monster 2027 White,--,,girls,2027,2023,insidelacrosse
--,Moorestown 2027 A,--,,girls,2027,2023,insidelacrosse
--,NEMS 2027,--,,girls,2027,2023,insidelacrosse
--,NEPA Impact 2027/2028,--,,girls,2027,2023,insidelacrosse
--,Next level 2027 Blue,--,,girls,2027,2023,insidelacrosse
--,Next level 2027 Red,--,,girls,2027,2023,insidelacrosse
--,NH Tomahawks 2027 Gold,--,,girls,2027,2023,insidelacrosse
--,NH Tomahawks 2027 Purple,--,,girls,2027,2023,insidelacrosse
--,NH Tomahawks 2027/28,--,,girls,2027,2023,insidelacrosse
--,No Excuse 2027,--,,girls,2027,2023,insidelacrosse
--,Nor'easter 2027,--,,girls,2027,2023,insidelacrosse
--,Nor'easter 2027 Grit,--,,girls,2027,2023,insidelacrosse
--,Nor'easter 2027 Power,--,,girls,2027,2023,insidelacrosse
--,NXT 2027 Black,--,,girls,2027,2023,insidelacrosse
1,Team 91 Long Island 2024 Wolfpack,99.9,,boys,2024,2021,insidelacrosse
2,Next Level 2024 Blue,99.56,,boys,2024,2021,insidelacrosse
3,Mad Dog National 2024,99.54,,boys,2024,2021,insidelacrosse
4,LI Legacy 2024 Taz,99.35,,boys,2024,2021,insidelacrosse
5,True Illinois 2024 Premier,99.13,,boys,2024,2021,insidelacrosse
6,Mad Dog West Elite 2024 Black,99.08,,boys,2024,2021,insidelacrosse
7,Madlax National 2024,99.08,,boys,2024,2021,insidelacrosse
8,Thunder National 2024,98.67,,boys,2024,2021,insidelacrosse
9,LI Express 2024 Schwalje,98.57,,boys,2024,2021,insidelacrosse
10,LI Legacy 2024,98.56,,boys,2024,2021,insidelacrosse
11,Laxachusetts 2024 Black,98.48,,boys,2024,2021,insidelacrosse
12,Brotherly Love 2024 Apollo,98.34,,boys,2024,2021,insidelacrosse
13,West Coast Starz 2024,98.22,,boys,2024,2021,insidelacrosse
14,True Illinois 2024,98.19,,boys,2024,2021,insidelacrosse
15,Denver Elite 2024 Silver,98.16,,boys,2024,2021,insidelacrosse
16,Carolina Miners 2024,98.14,,boys,2024,2021,insidelacrosse
17,Sweetlax National 2024,98.01,,boys,2024,2021,insidelacrosse
18,Frog 2024,97.92,,boys,2024,2021,insidelacrosse
19,Baltimore Crabs 2024,97.85,,boys,2024,2021,insidelacrosse
20,True National 2024 Black,97.76,,boys,2024,2021,insidelacrosse
21,Looney's 2024 Old Bay,97.58,,boys,2024,2021,insidelacrosse
22,Eclipse 2024 Orange AA,97.57,,boys,2024,2021,insidelacrosse
23,BBL Elite 2024,97.51,,boys,2024,2021,insidelacrosse
24,Annapolis Hawks 2024 Green,97.27,,boys,2024,2021,insidelacrosse
25,Thunder 2024 Blue,97.25,,boys,2024,2021,insidelacrosse
26,Team 91 Maryland 2024,97.22,,boys,2024,2021,insidelacrosse
27,Madlax Capital 2024,97.08,,boys,2024,2021,insidelacrosse
28,Duke's Elite 2024,96.73,,boys,2024,2021,insidelacrosse
29,2Way 2024,96.71,,boys,2024,2021,insidelacrosse
30,Mad Dog NJ 2024,96.68,,boys,2024,2021,insidelacrosse
31,Team 91 National 2024,96.62,,boys,2024,2021,insidelacrosse
32,Primetime 2024,96.57,,boys,2024,2021,insidelacrosse
33,Nationals Lacrosse Club 2024,96.51,,boys,2024,2021,insidelacrosse
34,Project Midwest 2024,96.41,,boys,2024,2021,insidelacrosse
35,Grizzly 2024,96.4,,boys,2024,2021,insidelacrosse
36,Team 91 South 2024,96.19,,boys,2024,2021,insidelacrosse
37,DC Express 2024 Black,96.0,,boys,2024,2021,insidelacrosse
38,True MN 2024 AAA,95.95,,boys,2024,2021,insidelacrosse
39,Classics 2023-2024,95.92,,boys,2024,2021,insidelacrosse
40,Express North 2024 Schrieber,95.89,,boys,2024,2021,insidelacrosse
41,4Leaf 2024 Army,95.78,,boys,2024,2021,insidelacrosse
42,True National 2024 Green,95.72,,boys,2024,2021,insidelacrosse
43,True Blue 2024 Goats,95.7,,boys,2024,2021,insidelacrosse
44,Colorado Scorpions 2024,95.65,,boys,2024,2021,insidelacrosse
45,Gaffer Elite 2024-2025,95.55,,boys,2024,2021,insidelacrosse
46,Tri-State 2024,95.46,,boys,2024,2021,insidelacrosse
47,Resolute 2024 Black,95.38,,boys,2024,2021,insidelacrosse
48,Team UNRL Texas 2024,95.34,,boys,2024,2021,insidelacrosse
49,NXT 2024 Black,95.17,,boys,2024,2021,insidelacrosse
50,Texas Oilers 2024,95.06,,boys,2024,2021,insidelacrosse
51,Patriot Elite 2024,94.95,,boys,2024,2021,insidelacrosse
52,3D Gulf Coast 2024,94.84,,boys,2024,2021,insidelacrosse
53,Team Maryland Freshman Select,94.8,,boys,2024,2021,insidelacrosse
54,Leading Edge 2024,94.79,,boys,2024,2021,insidelacrosse
55,Team MN 2024,94.79,,boys,2024,2021,insidelacrosse
56,Sweetlax NY 2024,94.55,,boys,2024,2021,insidelacrosse
57,Sweetlax FL 2024,94.5,,boys,2024,2021,insidelacrosse
58,VLC 2024,94.39,,boys,2024,2021,insidelacrosse
59,ADVNC National 2024,94.3,,boys,2024,2021,insidelacrosse
60,Philadelphia Freedom 2024 Red,94.27,,boys,2024,2021,insidelacrosse
61,LI Legacy 2024 Launch,94.26,,boys,2024,2021,insidelacrosse
62,Big 4 HHH 2024,94.23,,boys,2024,2021,insidelacrosse
63,Madlax Oregon 2024,94.19,,boys,2024,2021,insidelacrosse
64,NXT 2024 Mamba,94.19,,boys,2024,2021,insidelacrosse
65,HEADstrong Quakers 2024,94.18,,boys,2024,2021,insidelacrosse
66,Prostart 2024,94.18,,boys,2024,2021,insidelacrosse
67,Juiced Cherries 2024,94.15,,boys,2024,2021,insidelacrosse
68,DC Express 2024,94.08,,boys,2024,2021,insidelacrosse
69,Team Slainte 2024,94.08,,boys,2024,2021,insidelacrosse
70,Patriot Elite 2024 Gold,94.07,,boys,2024,2021,insidelacrosse
71,UNRL 2024,94.07,,boys,2024,2021,insidelacrosse
72,Team 91 Georgia 2024,94.05,,boys,2024,2021,insidelacrosse
73,True Florida 2024,94.03,,boys,2024,2021,insidelacrosse
74,California Gold 2024,94.02,,boys,2024,2021,insidelacrosse
75,Rebels LC 2024 Surge,93.93,,boys,2024,2021,insidelacrosse
76,Southern Stars 2024,93.87,,boys,2024,2021,insidelacrosse
77,Alcatraz Outlaws 2024,93.81,,boys,2024,2021,insidelacrosse
78,Dukes Mainline 2024-25,93.8,,boys,2024,2021,insidelacrosse
79,Patriot Elite 2024 Chrome,93.72,,boys,2024,2021,insidelacrosse
80,Rising Sons 2024,93.68,,boys,2024,2021,insidelacrosse
81,3D NE South 2024,93.67,,boys,2024,2021,insidelacrosse
82,Express North 2024,93.64,,boys,2024,2021,insidelacrosse
83,Team 91 Colorado 2024 Red,93.59,,boys,2024,2021,insidelacrosse
84,FCA MD 2024 Blue,93.58,,boys,2024,2021,insidelacrosse
85,L4 Select 2024,93.49,,boys,2024,2021,insidelacrosse
86,Mesa PA 2024,93.47,,boys,2024,2021,insidelacrosse
87,Madlax DMV 2024,93.46,,boys,2024,2021,insidelacrosse
88,Predators 2024,93.45,,boys,2024,2021,insidelacrosse
89,Legends 2024,93.4,,boys,2024,2021,insidelacrosse
90,Tri-State 2024 Gold,93.37,,boys,2024,2021,insidelacrosse
91,Sweetlax FL 2024 Krackens,93.35,,boys,2024,2021,insidelacrosse
92,Team 91 Carolina 2024,93.25,,boys,2024,2021,insidelacrosse
93,New England Twisters 2024Blue,93.18,,boys,2024,2021,insidelacrosse
94,3D New England 2024 Red,93.16,,boys,2024,2021,insidelacrosse
95,Annapolis Hawks 2024 Black,93.1,,boys,2024,2021,insidelacrosse
96,True Michigan 2024,93.05,,boys,2024,2021,insidelacrosse
97,Blue Star 2024 White,92.98,,boys,2024,2021,insidelacrosse
98,3D Colorado 2024 AA Red,92.97,,boys,2024,2021,insidelacrosse
99,2Way North 2024,92.93,,boys,2024,2021,insidelacrosse
100,Laxachusetts 2024 Navy,92.89,,boys,2024,2021,insidelacrosse
101,United 2024,92.88,,boys,2024,2021,insidelacrosse
102,Koopers 2024,92.87,,boys,2024,2021,insidelacrosse
103,FLC 2024 Fallston Lacrosse Club,92.82,,boys,2024,2021,insidelacrosse
104,Thunder 2024 Orange,92.78,,boys,2024,2021,insidelacrosse
105,Team MN 2024,92.75,,boys,2024,2021,insidelacrosse
106,Iron Horse Team Texas 2024,92.67,,boys,2024,2021,insidelacrosse
107,Blak Widow 2024,92.63,,boys,2024,2021,insidelacrosse
108,True Utah 2024,92.51,,boys,2024,2021,insidelacrosse
109,CW Elite 2024,92.46,,boys,2024,2021,insidelacrosse
110,Sidewinders 2024 Black,92.42,,boys,2024,2021,insidelacrosse
111,3D Upstate 2024 Blue,92.39,,boys,2024,2021,insidelacrosse
112,Arizona Outlaws 2024,92.37,,boys,2024,2021,insidelacrosse
113,Gorilla 2024 Silver,92.34,,boys,2024,2021,insidelacrosse
